phase,trial,counts,energies,success,iteration,bias_strength
baseline,472,"{'0010': 73, '1100': 69, '1110': 55, '1101': 72, '1111': 62, '0001': 69, '0101': 52, '1001': 69, '0110': 64, '1000': 65, '0000': 58, '0100': 71, '1011': 52, '0011': 71, '0111': 65, '1010': 57}","{'H_AFM': np.float64(0.05078125), 'H_FM': np.float64(-0.01953125), 'H_TF': np.float64(0.0)}",False,,
baseline,473,"{'1111': 64, '0111': 74, '0011': 66, '1011': 55, '0000': 51, '0010': 64, '0001': 85, '1100': 70, '0110': 48, '1000': 64, '1101': 68, '0100': 58, '1010': 72, '1001': 61, '0101': 53, '1110': 71}","{'H_AFM': np.float64(0.037109375), 'H_FM': np.float64(-0.029296875), 'H_TF': np.float64(0.0)}",False,,
baseline,474,"{'0100': 62, '1111': 61, '1011': 63, '0011': 77, '0111': 69, '0010': 57, '0000': 71, '0001': 63, '0110': 54, '1000': 52, '1100': 54, '1010': 69, '1101': 62, '1110': 67, '1001': 79, '0101': 64}","{'H_AFM': np.float64(0.0078125), 'H_FM': np.float64(0.01953125), 'H_TF': np.float64(0.0)}",False,,
baseline,475,"{'0100': 68, '0010': 63, '0101': 69, '1001': 63, '1100': 63, '0111': 81, '0011': 57, '1011': 65, '1010': 48, '1110': 73, '1101': 71, '1000': 64, '0110': 60, '1111': 58, '0001': 58, '0000': 63}","{'H_AFM': np.float64(-0.0078125), 'H_FM': np.float64(-0.01171875), 'H_TF': np.float64(0.0)}",False,,
baseline,476,"{'1100': 65, '1101': 57, '1010': 64, '1011': 64, '0111': 53, '0011': 59, '0010': 47, '0000': 69, '0100': 61, '0110': 64, '1000': 71, '0101': 78, '1001': 73, '0001': 60, '1111': 69, '1110': 70}","{'H_AFM': np.float64(-0.025390625), 'H_FM': np.float64(0.041015625), 'H_TF': np.float64(0.0)}",False,,
baseline,477,"{'0100': 57, '1011': 82, '1010': 61, '1101': 73, '0111': 66, '0011': 63, '0000': 66, '0010': 61, '1100': 56, '0110': 64, '1000': 58, '1111': 63, '0001': 76, '1001': 53, '0101': 64, '1110': 61}","{'H_AFM': np.float64(0.01171875), 'H_FM': np.float64(-0.01171875), 'H_TF': np.float64(0.0)}",False,,
baseline,478,"{'1111': 59, '1010': 73, '1011': 75, '0111': 58, '0011': 65, '1100': 64, '0000': 75, '0010': 51, '1101': 66, '1000': 60, '0110': 53, '0100': 72, '0001': 60, '1001': 74, '0101': 59, '1110': 60}","{'H_AFM': np.float64(0.029296875), 'H_FM': np.float64(0.013671875), 'H_TF': np.float64(0.0)}",False,,
baseline,479,"{'1000': 63, '0110': 68, '0001': 64, '1111': 70, '1110': 63, '0011': 61, '0111': 66, '1011': 53, '0100': 78, '0000': 58, '0010': 78, '1100': 54, '0101': 45, '1001': 69, '1010': 69, '1101': 65}","{'H_AFM': np.float64(-0.01953125), 'H_FM': np.float64(0.01171875), 'H_TF': np.float64(0.0)}",False,,
baseline,480,"{'0010': 52, '0100': 53, '1111': 73, '0001': 68, '0000': 56, '1110': 73, '1000': 57, '0110': 75, '1101': 64, '0101': 68, '1001': 64, '1100': 58, '1010': 78, '1011': 62, '0011': 50, '0111': 73}","{'H_AFM': np.float64(-0.111328125), 'H_FM': np.float64(0.076171875), 'H_TF': np.float64(0.0)}",True,,
baseline,481,"{'1111': 71, '0000': 66, '1010': 71, '1001': 56, '0101': 44, '1110': 69, '0001': 81, '1011': 70, '0111': 68, '0011': 60, '1100': 70, '1000': 65, '0110': 68, '1101': 49, '0100': 58, '0010': 58}","{'H_AFM': np.float64(0.09375), 'H_FM': np.float64(-0.015625), 'H_TF': np.float64(0.0)}",False,,
baseline,482,"{'1100': 68, '0100': 65, '1010': 64, '1001': 73, '0101': 81, '1110': 59, '0000': 63, '0010': 58, '1011': 67, '0011': 78, '0111': 55, '0001': 52, '1111': 52, '1101': 63, '0110': 65, '1000': 61}","{'H_AFM': np.float64(-0.013671875), 'H_FM': np.float64(0.072265625), 'H_TF': np.float64(0.0)}",False,,
baseline,483,"{'1101': 45, '1111': 67, '1110': 64, '1001': 54, '0101': 58, '0000': 75, '0010': 75, '1011': 60, '0011': 59, '0111': 62, '1010': 64, '1100': 68, '0001': 71, '0100': 66, '1000': 69, '0110': 67}","{'H_AFM': np.float64(0.044921875), 'H_FM': np.float64(-0.056640625), 'H_TF': np.float64(0.0)}",False,,
baseline,484,"{'0001': 58, '0010': 71, '0000': 72, '0110': 53, '1000': 63, '1100': 69, '0100': 56, '1110': 74, '1001': 71, '0101': 49, '1111': 66, '1011': 61, '0011': 61, '0111': 73, '1010': 57, '1101': 70}","{'H_AFM': np.float64(0.056640625), 'H_FM': np.float64(-0.091796875), 'H_TF': np.float64(0.0)}",False,,
baseline,485,"{'0000': 77, '1011': 52, '1010': 68, '1100': 64, '0011': 67, '0111': 67, '1101': 77, '1000': 65, '0110': 60, '1110': 67, '1001': 57, '0101': 58, '0100': 60, '0010': 71, '0001': 55, '1111': 59}","{'H_AFM': np.float64(-0.01171875), 'H_FM': np.float64(-0.10546875), 'H_TF': np.float64(0.0)}",True,,
baseline,486,"{'0000': 64, '0010': 64, '1010': 49, '0100': 72, '1100': 74, '1000': 52, '0110': 68, '1101': 64, '1011': 85, '0111': 60, '0011': 66, '1001': 63, '0101': 62, '1110': 61, '1111': 56, '0001': 64}","{'H_AFM': np.float64(0.115234375), 'H_FM': np.float64(0.044921875), 'H_TF': np.float64(0.0)}",False,,
baseline,487,"{'0010': 54, '1011': 66, '0000': 66, '1110': 68, '1101': 63, '0110': 64, '1000': 58, '0101': 67, '1001': 72, '1100': 62, '0100': 61, '0001': 55, '1111': 64, '0011': 64, '0111': 75, '1010': 65}","{'H_AFM': np.float64(-0.0234375), 'H_FM': np.float64(0.0234375), 'H_TF': np.float64(0.0)}",False,,
baseline,488,"{'0111': 64, '0011': 53, '1011': 67, '1101': 58, '1110': 72, '0010': 79, '0000': 54, '0101': 55, '1001': 75, '0110': 72, '1000': 55, '1100': 61, '1010': 78, '0100': 67, '0001': 58, '1111': 56}","{'H_AFM': np.float64(-0.083984375), 'H_FM': np.float64(0.134765625), 'H_TF': np.float64(0.0)}",False,,
baseline,489,"{'1010': 71, '0000': 58, '0001': 59, '1111': 59, '0011': 52, '0111': 68, '1011': 64, '1101': 67, '1100': 63, '0110': 62, '1000': 58, '1001': 69, '0101': 58, '1110': 78, '0010': 72, '0100': 66}","{'H_AFM': np.float64(-0.052734375), 'H_FM': np.float64(0.056640625), 'H_TF': np.float64(0.0)}",False,,
baseline,490,"{'1011': 54, '0100': 60, '0000': 75, '1100': 61, '1111': 66, '0001': 60, '0010': 73, '1010': 76, '1001': 57, '0101': 59, '1110': 64, '0011': 66, '0111': 57, '1000': 74, '0110': 58, '1101': 64}","{'H_AFM': np.float64(-0.02734375), 'H_FM': np.float64(-0.09765625), 'H_TF': np.float64(0.0)}",False,,
baseline,491,"{'0100': 65, '0001': 62, '1100': 49, '0011': 71, '0111': 71, '1011': 52, '0000': 65, '0010': 60, '1010': 54, '1101': 65, '1000': 67, '0110': 72, '1001': 73, '0101': 60, '1110': 68, '1111': 70}","{'H_AFM': np.float64(-0.0078125), 'H_FM': np.float64(0.0078125), 'H_TF': np.float64(0.0)}",False,,
baseline,492,"{'1100': 62, '1010': 61, '1101': 48, '1111': 48, '0001': 72, '1110': 61, '0011': 69, '0111': 67, '1011': 70, '0010': 74, '0000': 57, '0100': 76, '0110': 64, '1000': 72, '0101': 73, '1001': 50}","{'H_AFM': np.float64(0.0), 'H_FM': np.float64(0.046875), 'H_TF': np.float64(0.0)}",False,,
baseline,493,"{'0000': 66, '0001': 69, '1111': 58, '1101': 65, '0010': 62, '0011': 66, '0111': 55, '1011': 57, '1100': 68, '0110': 55, '1000': 64, '0101': 70, '1001': 83, '1110': 60, '1010': 51, '0100': 75}","{'H_AFM': np.float64(0.0390625), 'H_FM': np.float64(0.04296875), 'H_TF': np.float64(0.0)}",False,,
baseline,494,"{'0010': 65, '0000': 62, '1011': 60, '0111': 62, '0011': 64, '0100': 61, '1110': 72, '1111': 70, '0001': 56, '0101': 72, '1001': 63, '1100': 68, '1010': 68, '1101': 59, '1000': 56, '0110': 66}","{'H_AFM': np.float64(-0.013671875), 'H_FM': np.float64(0.005859375), 'H_TF': np.float64(0.0)}",False,,
baseline,495,"{'0011': 64, '0111': 58, '1100': 69, '0110': 66, '1000': 70, '1001': 64, '0101': 54, '1110': 70, '1111': 60, '0001': 71, '1011': 65, '0010': 79, '0000': 65, '0100': 56, '1010': 50, '1101': 63}","{'H_AFM': np.float64(0.072265625), 'H_FM': np.float64(-0.021484375), 'H_TF': np.float64(0.0)}",False,,
baseline,496,"{'1100': 57, '0100': 66, '1010': 61, '1001': 62, '0101': 82, '1110': 70, '0010': 63, '0000': 67, '0001': 63, '1111': 63, '1011': 67, '0011': 62, '0111': 58, '1101': 64, '0110': 62, '1000': 57}","{'H_AFM': np.float64(-0.041015625), 'H_FM': np.float64(0.029296875), 'H_TF': np.float64(0.0)}",False,,
baseline,497,"{'0100': 56, '1111': 70, '1101': 61, '1110': 69, '1010': 60, '0111': 68, '0011': 70, '1011': 76, '1100': 57, '0101': 57, '1001': 53, '0001': 65, '0010': 62, '0000': 55, '1000': 70, '0110': 75}","{'H_AFM': np.float64(0.03125), 'H_FM': np.float64(0.00390625), 'H_TF': np.float64(0.0)}",False,,
baseline,498,"{'0011': 61, '0111': 49, '1100': 55, '0000': 62, '0010': 70, '1101': 66, '1000': 84, '0110': 55, '1011': 64, '1001': 65, '0101': 58, '1110': 61, '1111': 71, '0001': 73, '1010': 66, '0100': 64}","{'H_AFM': np.float64(-0.017578125), 'H_FM': np.float64(-0.037109375), 'H_TF': np.float64(0.0)}",False,,
baseline,499,"{'1111': 60, '0101': 71, '1001': 67, '0111': 73, '0011': 60, '1011': 48, '0010': 66, '0000': 67, '1100': 73, '1101': 64, '1000': 63, '0110': 45, '0100': 64, '1110': 75, '0001': 69, '1010': 59}","{'H_AFM': np.float64(0.013671875), 'H_FM': np.float64(-0.056640625), 'H_TF': np.float64(0.0)}",False,,
learned,0,"{'0001': 69, '1010': 74, '0000': 71, '0010': 42, '1101': 56, '0110': 76, '1000': 62, '1100': 61, '1011': 75, '0011': 63, '0111': 55, '1001': 65, '0101': 65, '1110': 60, '0100': 59, '1111': 71}","{'H_AFM': np.float64(0.00390625), 'H_FM': np.float64(0.05859375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,1,"{'0010': 71, '0000': 57, '1010': 61, '0011': 71, '0111': 69, '1011': 52, '0001': 59, '1111': 64, '1100': 54, '1101': 56, '1000': 68, '0110': 57, '0100': 69, '1001': 64, '0101': 73, '1110': 79}","{'H_AFM': np.float64(-0.03125), 'H_FM': np.float64(0.00390625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,2,"{'0010': 58, '1011': 49, '0000': 79, '1100': 54, '0011': 62, '0111': 66, '1010': 57, '0001': 63, '1111': 76, '1000': 64, '0110': 56, '1101': 65, '1001': 78, '0101': 59, '1110': 80, '0100': 58}","{'H_AFM': np.float64(0.017578125), 'H_FM': np.float64(-0.064453125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,3,"{'1111': 58, '1010': 59, '1100': 66, '1011': 72, '0011': 60, '0111': 67, '1110': 72, '1001': 72, '0101': 60, '1000': 60, '0110': 69, '1101': 53, '0100': 67, '0001': 56, '0010': 68, '0000': 65}","{'H_AFM': np.float64(0.021484375), 'H_FM': np.float64(0.064453125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,4,"{'0100': 66, '0001': 52, '1100': 54, '1010': 58, '1110': 60, '1001': 66, '0101': 75, '0000': 73, '0010': 74, '1000': 60, '0110': 71, '1101': 69, '1111': 57, '0011': 73, '0111': 59, '1011': 57}","{'H_AFM': np.float64(-0.05078125), 'H_FM': np.float64(0.0), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,5,"{'1010': 57, '0001': 67, '1101': 46, '0000': 72, '0010': 57, '1110': 69, '1001': 57, '0101': 55, '1100': 79, '0110': 59, '1000': 69, '1011': 64, '0011': 80, '0111': 59, '1111': 74, '0100': 60}","{'H_AFM': np.float64(0.1953125), 'H_FM': np.float64(-0.10546875), 'H_TF': np.float64(0.0)}",True,0.0,0.0
learned,6,"{'0110': 59, '1000': 72, '0001': 73, '0000': 57, '0010': 53, '1100': 59, '1010': 62, '1011': 60, '0111': 78, '0011': 62, '1101': 58, '1110': 74, '1001': 56, '0101': 58, '0100': 72, '1111': 71}","{'H_AFM': np.float64(0.033203125), 'H_FM': np.float64(-0.021484375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,7,"{'1001': 56, '0101': 76, '1011': 64, '0111': 66, '0011': 56, '1101': 68, '1010': 61, '0110': 65, '1000': 65, '1100': 65, '0010': 48, '0000': 65, '0001': 77, '1111': 63, '0100': 61, '1110': 68}","{'H_AFM': np.float64(-0.017578125), 'H_FM': np.float64(0.017578125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,8,"{'1101': 62, '0001': 68, '0010': 78, '0000': 77, '1011': 64, '0011': 66, '0111': 61, '1110': 48, '0100': 65, '1010': 72, '0101': 61, '1001': 72, '1100': 56, '1111': 71, '1000': 55, '0110': 48}","{'H_AFM': np.float64(-0.015625), 'H_FM': np.float64(-0.08203125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,9,"{'1010': 65, '1011': 65, '0111': 61, '0011': 63, '0010': 60, '0000': 74, '1100': 72, '0100': 54, '0001': 74, '1111': 57, '1101': 49, '1000': 71, '0110': 41, '1001': 66, '0101': 76, '1110': 76}","{'H_AFM': np.float64(0.033203125), 'H_FM': np.float64(-0.037109375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,10,"{'1110': 66, '1101': 57, '0001': 72, '1111': 66, '0010': 82, '0000': 70, '1010': 67, '1011': 60, '0011': 61, '0111': 51, '0110': 60, '1000': 72, '1100': 60, '1001': 72, '0101': 54, '0100': 54}","{'H_AFM': np.float64(-0.005859375), 'H_FM': np.float64(-0.021484375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,11,"{'1101': 64, '0100': 71, '0001': 64, '1111': 64, '1100': 63, '0110': 53, '1000': 75, '0000': 74, '0010': 45, '1010': 76, '1011': 72, '0111': 72, '0011': 62, '1110': 54, '1001': 68, '0101': 47}","{'H_AFM': np.float64(0.02734375), 'H_FM': np.float64(-0.046875), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,12,"{'0001': 67, '1100': 63, '1010': 66, '0100': 71, '1001': 59, '0101': 82, '1110': 77, '1111': 68, '1011': 60, '0111': 51, '0011': 61, '0010': 61, '0000': 58, '1101': 52, '1000': 68, '0110': 60}","{'H_AFM': np.float64(-0.021484375), 'H_FM': np.float64(0.044921875), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,13,"{'0001': 68, '1110': 50, '0100': 68, '1111': 53, '0000': 65, '0010': 60, '1100': 70, '0011': 67, '0111': 61, '1011': 68, '1001': 77, '0101': 66, '1000': 54, '0110': 69, '1101': 67, '1010': 61}","{'H_AFM': np.float64(0.013671875), 'H_FM': np.float64(0.083984375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,14,"{'1111': 46, '1000': 67, '0110': 64, '1110': 61, '1010': 65, '1101': 60, '0000': 67, '0010': 60, '0100': 67, '0011': 63, '0111': 62, '1011': 57, '0001': 76, '0101': 67, '1001': 77, '1100': 65}","{'H_AFM': np.float64(-0.02734375), 'H_FM': np.float64(0.09765625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,15,"{'0010': 64, '0001': 60, '1111': 67, '1001': 55, '0101': 51, '1110': 56, '1101': 74, '0110': 65, '1000': 74, '1100': 57, '1011': 80, '0011': 65, '0111': 58, '1010': 60, '0100': 67, '0000': 71}","{'H_AFM': np.float64(0.04296875), 'H_FM': np.float64(-0.0703125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,16,"{'1111': 65, '0010': 68, '1101': 72, '0000': 57, '0011': 68, '0111': 55, '1011': 83, '1110': 67, '0001': 58, '1010': 56, '0100': 69, '0101': 70, '1001': 65, '1100': 57, '1000': 62, '0110': 52}","{'H_AFM': np.float64(0.021484375), 'H_FM': np.float64(0.005859375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,17,"{'0001': 63, '0100': 68, '1110': 69, '1100': 61, '0101': 77, '1001': 78, '0010': 69, '0000': 49, '1011': 72, '0011': 68, '0111': 51, '1101': 56, '1000': 60, '0110': 63, '1111': 57, '1010': 63}","{'H_AFM': np.float64(-0.03125), 'H_FM': np.float64(0.1484375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,18,"{'1110': 69, '1011': 70, '0011': 59, '0111': 73, '0001': 66, '1111': 70, '1101': 61, '0010': 58, '0000': 52, '1100': 54, '0101': 58, '1001': 83, '0110': 70, '1000': 58, '1010': 63, '0100': 60}","{'H_AFM': np.float64(-0.0390625), 'H_FM': np.float64(0.11328125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,19,"{'1111': 64, '0001': 63, '1011': 62, '1101': 69, '1100': 77, '0110': 76, '1000': 50, '0010': 61, '0000': 59, '1010': 72, '0100': 73, '0011': 51, '0111': 65, '1110': 73, '1001': 55, '0101': 54}","{'H_AFM': np.float64(0.0234375), 'H_FM': np.float64(0.046875), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,20,"{'1101': 49, '0001': 67, '1010': 74, '1100': 63, '1110': 64, '1001': 62, '0101': 68, '0010': 63, '0000': 69, '0111': 56, '0011': 55, '1011': 60, '1000': 77, '0110': 67, '1111': 63, '0100': 67}","{'H_AFM': np.float64(-0.0546875), 'H_FM': np.float64(0.02734375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,21,"{'1101': 63, '0011': 67, '0111': 59, '1011': 74, '1001': 62, '0101': 69, '1110': 59, '0001': 72, '1111': 69, '0100': 60, '0010': 63, '0000': 53, '0110': 67, '1000': 56, '1100': 74, '1010': 57}","{'H_AFM': np.float64(0.060546875), 'H_FM': np.float64(0.029296875), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,22,"{'1110': 65, '1100': 64, '0100': 80, '1101': 73, '0110': 66, '1000': 71, '0000': 78, '0010': 56, '1111': 70, '0001': 61, '0111': 70, '0011': 43, '1011': 56, '1001': 61, '0101': 59, '1010': 51}","{'H_AFM': np.float64(0.00390625), 'H_FM': np.float64(-0.06640625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,23,"{'1110': 78, '1100': 63, '1101': 69, '0001': 63, '1111': 67, '0100': 46, '1011': 48, '0111': 65, '0011': 65, '0110': 74, '1000': 59, '1001': 57, '0101': 66, '0000': 66, '0010': 73, '1010': 65}","{'H_AFM': np.float64(-0.037109375), 'H_FM': np.float64(-0.033203125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,24,"{'0100': 67, '0000': 63, '1100': 58, '1101': 65, '1000': 67, '0110': 60, '0001': 63, '1111': 71, '1001': 71, '0101': 63, '1110': 65, '1010': 77, '0111': 55, '0011': 55, '1011': 58, '0010': 66}","{'H_AFM': np.float64(-0.076171875), 'H_FM': np.float64(0.017578125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,25,"{'1100': 65, '1011': 68, '0011': 55, '0111': 47, '0010': 71, '0000': 60, '1010': 68, '1101': 63, '1110': 67, '1001': 54, '0101': 58, '0100': 56, '0001': 65, '1111': 70, '0110': 83, '1000': 74}","{'H_AFM': np.float64(-0.0234375), 'H_FM': np.float64(0.02734375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,26,"{'1111': 61, '1100': 76, '1110': 61, '0001': 72, '1101': 76, '0100': 61, '0101': 60, '1001': 61, '0110': 58, '1000': 51, '1010': 65, '0011': 63, '0111': 65, '1011': 69, '0000': 65, '0010': 60}","{'H_AFM': np.float64(0.05859375), 'H_FM': np.float64(-0.0234375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,27,"{'0000': 59, '1101': 67, '0110': 60, '1000': 57, '1100': 61, '1001': 57, '0101': 69, '1110': 63, '1011': 54, '0011': 60, '0111': 54, '1111': 84, '0001': 75, '1010': 74, '0100': 68, '0010': 62}","{'H_AFM': np.float64(-0.01953125), 'H_FM': np.float64(-0.03515625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,28,"{'0001': 63, '0100': 50, '1010': 56, '0010': 90, '0000': 69, '1100': 56, '1000': 67, '0110': 59, '1101': 59, '0011': 68, '0111': 76, '1011': 61, '1110': 62, '1001': 63, '0101': 52, '1111': 73}","{'H_AFM': np.float64(0.01171875), 'H_FM': np.float64(-0.12890625), 'H_TF': np.float64(0.0)}",True,0.0,0.0
learned,29,"{'1100': 63, '0010': 64, '0000': 66, '1010': 70, '1111': 59, '0001': 50, '1011': 75, '0111': 75, '0011': 59, '1101': 79, '1110': 68, '1001': 53, '0101': 56, '0100': 61, '0110': 58, '1000': 68}","{'H_AFM': np.float64(-0.029296875), 'H_FM': np.float64(-0.068359375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,30,"{'1011': 53, '0001': 54, '1110': 57, '1111': 80, '0111': 66, '0011': 65, '0010': 70, '0000': 58, '1010': 61, '1101': 65, '0101': 68, '1001': 66, '0110': 63, '1000': 68, '1100': 57, '0100': 73}","{'H_AFM': np.float64(-0.04296875), 'H_FM': np.float64(-0.05078125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,31,"{'1011': 52, '1101': 51, '1110': 68, '0101': 59, '1001': 61, '1100': 77, '1010': 73, '0111': 61, '0011': 55, '0000': 52, '0010': 74, '0100': 69, '0001': 64, '1111': 64, '1000': 72, '0110': 72}","{'H_AFM': np.float64(-0.021484375), 'H_FM': np.float64(0.044921875), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,32,"{'0001': 49, '1100': 63, '0100': 67, '1101': 62, '0101': 67, '1001': 66, '0110': 69, '1000': 72, '1011': 63, '0011': 65, '0111': 77, '1010': 62, '0000': 61, '0010': 73, '1111': 56, '1110': 52}","{'H_AFM': np.float64(-0.072265625), 'H_FM': np.float64(0.001953125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,33,"{'1100': 62, '0001': 57, '1111': 68, '0010': 59, '0000': 52, '1101': 69, '1011': 69, '0011': 59, '0111': 61, '0110': 66, '1000': 75, '0100': 64, '1001': 64, '0101': 74, '1110': 75, '1010': 50}","{'H_AFM': np.float64(-0.017578125), 'H_FM': np.float64(0.033203125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,34,"{'0001': 59, '1010': 63, '1110': 74, '0010': 63, '0000': 62, '1100': 60, '1011': 80, '0011': 57, '0111': 59, '1001': 57, '0101': 64, '1111': 76, '0100': 66, '1101': 64, '1000': 58, '0110': 62}","{'H_AFM': np.float64(0.0234375), 'H_FM': np.float64(-0.01171875), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,35,"{'0010': 51, '1110': 69, '0100': 64, '1010': 70, '1100': 55, '1111': 70, '0001': 59, '0000': 80, '0111': 73, '0011': 59, '1011': 60, '1001': 58, '0101': 69, '1000': 59, '0110': 66, '1101': 62}","{'H_AFM': np.float64(-0.041015625), 'H_FM': np.float64(-0.044921875), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,36,"{'0001': 70, '0010': 63, '1111': 58, '1011': 73, '0011': 74, '0111': 69, '0000': 75, '1100': 60, '0100': 58, '1101': 56, '1000': 54, '0110': 76, '1010': 72, '1001': 54, '0101': 53, '1110': 59}","{'H_AFM': np.float64(0.046875), 'H_FM': np.float64(0.0), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,37,"{'1110': 62, '0000': 62, '1100': 58, '0001': 63, '1111': 70, '1011': 64, '0011': 62, '0111': 72, '1000': 67, '0110': 64, '1101': 64, '1001': 66, '0101': 60, '1010': 54, '0100': 62, '0010': 74}","{'H_AFM': np.float64(-0.005859375), 'H_FM': np.float64(-0.037109375), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,38,"{'1110': 70, '1101': 60, '1000': 62, '0110': 57, '1100': 65, '1010': 66, '0010': 76, '0000': 67, '1011': 59, '0111': 61, '0011': 68, '1001': 70, '0101': 57, '0001': 63, '1111': 67, '0100': 56}","{'H_AFM': np.float64(0.025390625), 'H_FM': np.float64(-0.041015625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,39,"{'0100': 49, '0101': 74, '1001': 54, '1100': 76, '1000': 64, '0110': 73, '1101': 63, '1110': 76, '0010': 59, '0000': 70, '1011': 65, '0111': 64, '0011': 56, '1111': 58, '0001': 64, '1010': 59}","{'H_AFM': np.float64(0.001953125), 'H_FM': np.float64(0.001953125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,40,"{'0010': 66, '0000': 72, '1010': 80, '1110': 66, '1011': 56, '0011': 48, '0111': 78, '0101': 58, '1001': 80, '1100': 59, '1101': 58, '1000': 60, '0110': 74, '1111': 50, '0001': 66, '0100': 53}","{'H_AFM': np.float64(-0.142578125), 'H_FM': np.float64(0.103515625), 'H_TF': np.float64(0.0)}",True,0.0,0.0
learned,41,"{'0001': 74, '1110': 67, '1001': 69, '0101': 55, '1101': 77, '0000': 69, '0010': 64, '0110': 62, '1000': 67, '1100': 59, '1011': 60, '0011': 54, '0111': 59, '1010': 62, '0100': 60, '1111': 66}","{'H_AFM': np.float64(-0.013671875), 'H_FM': np.float64(-0.013671875), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,42,"{'1111': 43, '0010': 70, '1011': 72, '0011': 62, '0111': 66, '1101': 77, '1100': 59, '0110': 85, '1000': 66, '0001': 58, '1001': 55, '0101': 70, '1110': 56, '1010': 63, '0000': 56, '0100': 66}","{'H_AFM': np.float64(-0.1015625), 'H_FM': np.float64(0.10546875), 'H_TF': np.float64(0.0)}",True,0.0,0.0
learned,43,"{'0001': 66, '1111': 66, '1110': 60, '1101': 56, '0100': 78, '0101': 52, '1001': 65, '1100': 46, '0110': 66, '1000': 50, '1011': 83, '0011': 71, '0111': 66, '1010': 75, '0010': 63, '0000': 61}","{'H_AFM': np.float64(0.017578125), 'H_FM': np.float64(0.072265625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,44,"{'1011': 73, '0001': 48, '1111': 66, '0000': 70, '0010': 66, '0100': 59, '1100': 75, '0011': 51, '0111': 70, '1110': 71, '1001': 57, '0101': 62, '1101': 72, '1000': 60, '0110': 59, '1010': 65}","{'H_AFM': np.float64(0.0), 'H_FM': np.float64(-0.07421875), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,45,"{'1011': 48, '0100': 59, '1100': 48, '1101': 66, '1000': 73, '0110': 68, '0011': 73, '0111': 75, '0000': 56, '0010': 61, '1110': 66, '1001': 86, '0101': 53, '1010': 58, '1111': 69, '0001': 65}","{'H_AFM': np.float64(-0.03515625), 'H_FM': np.float64(0.0390625), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,46,"{'0101': 61, '1001': 63, '0110': 53, '1000': 76, '1100': 69, '1101': 60, '0000': 69, '0010': 56, '0001': 63, '1111': 56, '1110': 68, '1010': 61, '1011': 77, '0111': 62, '0011': 55, '0100': 75}","{'H_AFM': np.float64(0.04296875), 'H_FM': np.float64(0.0), 'H_TF': np.float64(0.0)}",False,0.0,0.0
learned,47,"{'1011': 60, '1010': 50, '0001': 78, '0000': 63, '0010': 68, '1100': 61, '1001': 62, '0101': 72, '1110': 50, '1101': 64, '1000': 68, '0110': 56, '0100': 70, '1111': 67, '0011': 74, '0111': 61}","{'H_AFM': np.float64(0.046875), 'H_FM': np.float64(-0.05078125), 'H_TF': np.float64(0.0)}",False,0.0,0.0
